Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:6dc5:9ded:d779:fe6f,Nouvelle-Aquitaine,2022-08-11T20:04:25.730Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-11T19:48:05.043Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:6dc5:9ded:d779:fe6f,Nouvelle-Aquitaine,2022-08-11T19:47:44.803Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-11T19:46:02.130Z
NFCDCH-MC-HF5DHUQA24EP2GGJ0AU541H8D7VPN9,AR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,181.166.23.116,Santa Fe,2022-08-11T18:52:15.921Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:1194:fd9c:2c72:5140,Nouvelle-Aquitaine,2022-08-10T20:15:48.503Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-10T19:59:25.923Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,109.11.72.191,Île-de-France²,2022-08-10T19:34:16.023Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-09T20:42:36.341Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:ad62:50c8:8d93:3474,Nouvelle-Aquitaine,2022-08-09T20:42:08.118Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-08T20:38:49.412Z
NFAPPL-02-IPHONE11=6-6A823A67967B9CA4A4DAD4225B877A05F83A5B2AD42BCFFA98F26DC38EFB8C1D,FR,Apple iPhone XS Max (CDMA),Apple iPhone XS Max (CDMA),87.231.181.211,Auvergne-Rhône-Alpes,2022-08-08T09:57:56.989Z
NFCDCH-MC-HF5DHUQA24EP2GGJ0AU541H8D7VPN9,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,87.231.181.211,Auvergne-Rhône-Alpes,2022-08-08T07:54:13.866Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2a04:cec0:11c5:6454:9816:d5c5:bf6b:28be,Île-de-France²,2022-08-07T21:36:10.504Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-07T19:38:14.055Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2a04:cec0:11c5:6454:501b:c314:a968:568f,Île-de-France²,2022-08-07T16:08:09.264Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:1541:9417:9c9b:df8f,Nouvelle-Aquitaine,2022-08-06T20:55:31.738Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-06T20:35:33.818Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:1541:9417:9c9b:df8f,Nouvelle-Aquitaine,2022-08-06T20:35:26.311Z
NFAPPL-01-IPAD7=5-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,87.231.181.211,Auvergne-Rhône-Alpes,2022-08-06T09:55:22.370Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:df0:31e:346b:4cc8,Nouvelle-Aquitaine,2022-08-05T21:16:15.017Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-05T20:17:54.096Z
SGMM38YIP=000000001376452,FR,Sagemcom SFR m384nc Set Top Box,Sagemcom SFR m384nc Set Top Box,87.231.181.211,Auvergne-Rhône-Alpes,2022-08-05T15:32:07.977Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,31.34.142.46,Normandie,2022-08-05T12:33:20.194Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,87.231.181.211,Auvergne-Rhône-Alpes,2022-08-05T07:15:57.779Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:75bb:c709:eb43:1bc4,Nouvelle-Aquitaine,2022-08-04T21:08:15.771Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-04T20:26:01.349Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:75bb:c709:eb43:1bc4,Nouvelle-Aquitaine,2022-08-04T20:25:41.107Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:d098:4691:4a5d:2761,Nouvelle-Aquitaine,2022-08-03T21:02:47.957Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-03T20:48:58.728Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:d098:4691:4a5d:2761,Nouvelle-Aquitaine,2022-08-03T20:48:53.641Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-03T20:47:39.070Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:fd41:a10d:4e61:6efc,Nouvelle-Aquitaine,2022-08-02T19:42:44.548Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-02T18:59:49.030Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:648b:aad6:5146:ccef,Nouvelle-Aquitaine,2022-08-02T13:45:05.047Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:f1f8:346:2634:588,Nouvelle-Aquitaine,2022-08-01T13:37:30.309Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:521d:4253:203b:75ad:f727:6d28,Auvergne-Rhône-Alpes,2022-07-31T10:52:14.997Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:eccd:4af3:dd3f:9b61,Nouvelle-Aquitaine,2022-07-31T10:22:30.187Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:f994:e128:29cf:c661,Nouvelle-Aquitaine,2022-07-30T14:20:12.333Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:d598:fb50:787d:422a,Nouvelle-Aquitaine,2022-07-30T11:41:08.363Z
NFANDROID1-PRV-P-XIAOMREDMI=NOTE=7-11053-0B0AB6DC976F2C53B294C5834FE6A28FE0E24D012265D0466D66669813065BC9C,FR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,81.185.162.150,Provence-Alpes-Côte-d’Azur,2022-07-29T12:29:37.190Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:a19a:b1b:4f64:83cb,Nouvelle-Aquitaine,2022-07-29T12:03:56.980Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:5db3:4d79:47d5:d933,Nouvelle-Aquitaine,2022-07-29T10:18:42.732Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:5dc6:2ea3:c82a:b228,Nouvelle-Aquitaine,2022-07-29T08:38:37.303Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:3106:1380:a954:ca9f:c6a9:c901,Nouvelle-Aquitaine,2022-07-28T21:25:22.250Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:1d4c:892b:a3bd:2aa2,Nouvelle-Aquitaine,2022-07-28T15:53:52.396Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,31.34.142.46,Normandie,2022-07-28T10:22:03.260Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:f926:d4bd:3d5a:ba34,Nouvelle-Aquitaine,2022-07-28T08:50:55.551Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,93.21.45.243,Île-de-France²,2022-07-27T19:08:36.978Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5341:56ef:541f:5b5b:2b7a:5601,Provence-Alpes-Côte-d’Azur,2022-07-27T18:33:08.517Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5341:56ef:541f:5b5b:2b7a:5601,Provence-Alpes-Côte-d’Azur,2022-07-27T18:31:04.125Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:41ba:c1ec:1723:142a,Nouvelle-Aquitaine,2022-07-27T13:00:17.737Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:48d4:b6f8:c0f6:d6e0,Nouvelle-Aquitaine,2022-07-26T20:41:08.712Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-26T19:55:00.013Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:6cc2:4b6c:840d:7e86,Nouvelle-Aquitaine,2022-07-26T19:54:59.099Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-26T19:54:04.061Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:f489:61f6:3219:2e47,Nouvelle-Aquitaine,2022-07-26T14:06:09.847Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),2a02:8440:5341:7308:44f9:67bb:5496:ab8d,Provence-Alpes-Côte-d’Azur,2022-07-26T13:30:39.083Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,31.34.142.46,Normandie,2022-07-26T11:32:50.629Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:3d55:2cf:19ee:b8f5,Nouvelle-Aquitaine,2022-07-26T10:37:15.770Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,31.34.142.46,Normandie,2022-07-25T13:25:47.208Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:2dec:36ff:d56:505,Nouvelle-Aquitaine,2022-07-25T12:52:25.150Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:417d:5bbc:e72f:1d5c,Nouvelle-Aquitaine,2022-07-25T08:41:58.141Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,31.34.142.46,Normandie,2022-07-24T22:39:18.956Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:5301:ae17:991d:705:241b:cc41,Auvergne-Rhône-Alpes,2022-07-24T21:00:59.045Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:861:50:e220:815e:8515:717c:b017,Nouvelle-Aquitaine,2022-07-24T20:15:59.233Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:5318:67be:2945:6100:3b39:bcf9,Auvergne-Rhône-Alpes,2022-07-24T14:35:42.861Z
NFCDCH-MC-HF5DHUQA24EP2GGJ0AU541H8D7VPN9,FR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2a02:8440:5340:a81:715c:d6eb:2f23:4b20,Provence-Alpes-Côte-d’Azur,2022-07-24T13:58:39.451Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:3304:3824:39c2:db25:107e:40b7,Île-de-France²,2022-07-24T09:12:37.327Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-23T21:09:56.757Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:cc57:daae:d84d:120a,Nouvelle-Aquitaine,2022-07-23T21:09:44.085Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-23T21:07:04.020Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:dcaf:9700:9901:5c42,Nouvelle-Aquitaine,2022-07-23T21:06:05.443Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-23T20:44:23.291Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:dcaf:9700:9901:5c42,Nouvelle-Aquitaine,2022-07-23T20:43:12.087Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-23T20:35:14.099Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,FR,Safari MAC (Cadmium),Safari MAC (Cadmium),87.231.181.211,Auvergne-Rhône-Alpes,2022-07-22T09:24:06.832Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,87.231.181.211,Auvergne-Rhône-Alpes,2022-07-22T07:11:16.132Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:fdbf:e0b2:1848:d869,Nouvelle-Aquitaine,2022-07-20T20:30:48.078Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-20T19:30:40.418Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:fdbf:e0b2:1848:d869,Nouvelle-Aquitaine,2022-07-20T19:30:09.127Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,81.185.135.87,Nouvelle-Aquitaine,2022-07-20T16:21:21.550Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:310a:830a:2ef5:ef4d,Nouvelle-Aquitaine,2022-07-19T21:15:21.612Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-19T21:12:37.094Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:310a:830a:2ef5:ef4d,Nouvelle-Aquitaine,2022-07-19T21:12:28.354Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-07-19T21:12:16.854Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,87.231.181.211,Auvergne-Rhône-Alpes,2022-07-19T20:43:40.084Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,93.21.45.243,Île-de-France²,2022-07-19T20:03:50.708Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:5207:8aed:7195:bde3:421d:c584,Auvergne-Rhône-Alpes,2022-07-19T16:50:59.411Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,FR,Apple iPhone XR,Apple iPhone XR,87.231.181.211,Auvergne-Rhône-Alpes,2022-07-18T21:25:51.976Z
